ref_area.label;source.label;indicator.label;classif1.label;time;obs_value
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;9811
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;6951
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;140859
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;26977
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;49912
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;48634
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;322385
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;13857
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;130669
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;30455
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;9572
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;43883
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;0
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;8855
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;6725
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;24166
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;53893
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;2102667
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;380955
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1317606
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;404106
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;32255
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;30556
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1073
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;155177
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;25765
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;106782
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;23
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;882343
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;96724
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;630693
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;154926
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;545841
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;105086
Qatar;LFS - Labor Force Sample Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;334181
